Company_ID,Company_Name,Industry,Country,Reporting_Year,Revenue_Million_USD,Employee_Count,Carbon_Emissions_tCO2,Renewable_Energy_Percent,Waste_Recycled_Percent,Water_Usage_ML,Environmental_Score,Gender_Diversity_Percent,Employee_Satisfaction_Score,Training_Hours_Per_Employee,Community_Investment_Million,Social_Score,Board_Independence_Percent,Ethics_Compliance_Score,Audit_Score,Governance_Score,ESG_Rating,Overall_ESG_Score
ESG102484,"Ingram, Rodgers and Harrington",Finance,Germany,2026,3988.1,35340,3473.84,87.47,,1830.19,,39.76,5.78,65.66,57.36,,40.58,88.87,76.43,61.39,BBB,42.78
ESG102485,Gibson-Flores,Retail,USA,2019,,41058,31257.55,5.48,48.23,,49.98,,7.34,12.53,64.46,40.62,72.38,39.99,57.48,69.66,BBB,33.53
ESG102486,Vaughn-Salinas,,USA,2024,808.88,,32108.84,,85.85,944.49,,33.79,3.66,62.57,25.66,84.06,60.41,36.04,73.89,69.85,BB,53.7
ESG102487,Parks and Sons,Finance,Australia,2019,105.23,12724,20150.08,40.57,19.99,2891.68,79.86,52.8,,68.9,60.84,98.98,40.88,48.64,38.84,64,A,36.73
ESG102488,Schroeder PLC,Healthcare,Singapore,,1387.23,24169,48319.82,95.76,96.38,,57.25,,8.88,,64,44.13,27.29,94.03,33.89,50.71,,
ESG102489,"Mullen, Glenn and Fox",Telecom,Canada,2022,,5177,90700.53,28.71,2.85,4968.01,51.8,,5.08,66.31,24.11,65.2,40.61,96.58,34.27,49.23,BB,92.52
ESG102490,Harrison-Thompson,Energy,USA,2022,2426.18,18449,60048.4,65.17,7.09,,,23.58,4.42,,23.63,81.31,56.66,89.96,49.5,44.27,AA,88.22
ESG102491,Montoya-Glover,Healthcare,USA,2021,,,41245.68,79.37,,2214.21,,48.21,2.62,92.83,15.03,86.35,53.94,43.02,,45.51,BB,39.52
ESG102492,Brown-Henson,,Australia,2023,1233.82,48417,86753.11,10.59,97.25,34.94,76.08,52.83,9.41,14.4,69.82,37.51,48.21,81.23,54.22,51.94,BB,38.12
ESG102493,Snyder LLC,Transportation,,2021,378.87,,,87.55,1.12,,83.8,38.39,7.58,65.23,45.56,56.79,95.31,,,43.81,AA,
ESG102494,Gillespie Group,Finance,USA,2021,2507.86,9493,75821.21,66.78,51.48,3405.02,,48.83,2.9,65.64,11.4,38.01,,93.72,72.32,55.34,AA,85.14
ESG102495,Robertson LLC,Transportation,India,2024,3149.11,5197,,48.7,0.79,1299.73,37.64,,3.24,,,40.02,96.67,95.34,35.92,87.92,AAA,64.19
ESG102496,"Hopkins, Green and Kennedy",Energy,UAE,2025,3879.99,43671,15200.6,13.23,89.08,4490.12,,53.51,,18.5,32.9,,81.92,98.97,68.25,75.91,BBB,82.23
ESG102497,"Bond, Lewis and Benson",Retail,Canada,2026,1160.08,,33666.52,41.23,59.46,4253.96,47.79,33.54,7.76,8.74,51.29,40.11,63.13,83.75,46.59,89.46,,53.44
ESG102498,Soto-Mejia,Telecom,Singapore,2025,994.39,46384,46585.81,87.61,6.89,1644.58,75.72,27.88,1.64,,,,23.18,69.85,37.37,77.63,BBB,30.55
ESG102499,Stone-Thomas,,Canada,2024,122.97,34879,77710.29,7.44,30.52,,98.97,18.07,6.05,,45.24,94.73,80.32,83.52,48.87,60.4,AAA,64.12
ESG102500,,,UK,2023,1529.61,,9572.3,12.64,18.07,1026.23,46.96,22.77,5.1,50.96,,93.51,64.25,,,41.42,AA,59.95
ESG102501,Franco-Anderson,Telecom,UAE,2026,2194.39,45654,35511.78,,81.6,566.68,99.68,48.65,6.22,15.46,51.54,48.28,40.19,88.07,,61.55,A,89.01
ESG102502,George-Johnston,Manufacturing,Singapore,2024,484.56,11766,,57.82,42.52,4150.58,96,33.27,5.11,50.21,72.31,76.76,37.83,34.47,96.45,48.27,AAA,74.7
ESG102503,Rivera-Andrews,Retail,UAE,2024,4150.77,47842,30097.65,63.54,10.79,4849.96,34.07,,5.83,79.05,12.11,60.86,43.98,51.84,84.52,30.38,BBB,
ESG102504,Sanchez-Taylor,Finance,Germany,2025,,24623,90146.09,62.69,33.35,2141.9,97.88,54.06,5.17,94.31,82.3,,,90.04,,36.44,,97.57
ESG102505,Thomas-Wilson,,Germany,2026,1701.38,23757,44045.96,79.19,66.49,4466.37,58.04,28.66,1.29,46.27,72.41,51.08,,45.36,84.1,34.24,BB,79.38
ESG102506,Adams-Mills,Finance,India,2023,1925.75,21625,4255.45,85.35,,3000.6,81.24,42.75,7.58,76.23,58.92,55.59,39.45,93.2,97.89,,AAA,37.86
ESG102507,"Campos, Duncan and Silva",,Canada,2019,1151.56,39865,,17.29,78.01,,,10.47,9.62,74.02,8.41,59.07,76,96.97,41.49,38.94,,
ESG102508,"Armstrong, Pruitt and Olson",Technology,Canada,2026,4842.09,26202,97140.78,22.79,31.93,,81.44,,9.04,,75.97,33.4,85.43,72.11,96.93,97.2,AAA,
ESG102509,"Stevens, Lyons and Rivers",Healthcare,Canada,,844.58,37598,48472.28,87.95,81.44,4822.21,73.27,22.83,1.23,22.29,67.53,,45.67,91.3,57.64,51.58,AAA,65.62
ESG102510,Griffin and Sons,Transportation,UAE,2026,2239.25,11488,91388.61,46.83,27.73,4214.4,99.91,,3.25,23.88,5.77,35.41,93.2,36.75,63.9,78.87,BBB,89.52
ESG102511,"Torres, Arnold and Watson",Manufacturing,India,,897.79,1989,43834.09,25.15,25.58,1526.16,71.1,10.83,4.68,18.68,96.71,70.79,89.45,,86.7,59.03,BB,42.44
ESG102512,Paul-Kline,,UK,2021,3818.16,,76224.91,99.59,78.09,734.88,52.58,,,78.8,,,67.14,66.6,35,40.45,BBB,89.47
ESG102513,,Manufacturing,India,,4953.85,41877,41576.4,,62.76,4795.71,46.67,37.24,,54.17,,64.84,69.98,,82.01,79.46,B,91.63
ESG102514,Marshall Inc,,Australia,2026,2157.99,35757,6260.75,46.15,13.76,3240.76,33.3,28.7,1.75,,96.06,99.73,64.44,46.73,93.78,,A,89.82
ESG102515,"Paul, Simon and Boyer",Finance,,,2744.63,44139,7562.75,8.84,89.66,4380.38,60.41,26.41,6.8,80.7,73.17,73.09,38.52,48.38,80.68,86.18,A,38.13
ESG102516,Cooper LLC,Energy,Australia,2019,977.12,,68078.98,38.9,56.33,3077.93,84.33,50.29,3.52,54.13,12.35,88.94,,50.97,41.24,34.91,BBB,70.25
ESG102517,Rose-Miller,Telecom,India,2026,502.57,12744,68091.42,67.81,61.4,4384.04,56.48,,1.33,,,71.58,22.59,69.72,51.52,92.1,BB,67.33
ESG102518,Johnson-Gallegos,Energy,Canada,2026,2960.07,11410,94567.62,76.42,43.83,,75.35,20.01,1.8,31.12,77.84,48.01,,45.33,77.53,,BBB,78.18
ESG102519,Holloway PLC,Technology,Canada,2022,1643.69,45235,90095.53,,51.37,4744.55,98.55,43.08,9.5,54.15,,52.06,,72.35,60.77,91.86,BB,59.87
ESG102520,,Telecom,UK,2019,1403.45,20492,897.39,97.06,82.43,,88.14,50.51,9.39,38.61,,,97.23,98.96,85.24,,A,64.76
ESG102521,Russo and Sons,Retail,USA,2024,2205.07,,29401.73,52.78,5.34,4959.52,59.68,56.37,7.52,28.99,22.21,,81.77,47.48,34.72,78.78,BB,51.21
ESG102522,Montgomery-Shannon,,UAE,2026,1145.59,7719,73520.25,,48.14,4713.85,77.57,54.67,,29.66,,51.32,97.74,97.4,83.23,66.47,AAA,84.65
ESG102523,Lopez-Romero,Energy,,,2789.76,20907,450.5,,59.89,1336.08,44.23,23.69,6.61,14.61,72.03,59.59,48.27,86.51,,56.49,,
ESG102524,"Jones, Torres and Brown",Technology,UK,2019,1872.85,14355,85914.13,50.42,20.8,3067.96,49.97,17.36,1.78,,,88.66,88.94,48.91,76.27,46.12,B,73.59
ESG102525,Baker-Rubio,,UAE,2026,4441.69,47566,,98.52,82.71,3810.69,78.4,48.51,9.95,77.02,35.16,72.97,46.95,97.9,93.01,69.73,AA,84.69
ESG102526,,Healthcare,,2021,4552.95,20448,24435.67,57.95,48.17,3860.24,56.54,45.45,4.63,11.11,10.71,38.33,22.6,67.31,,38.87,AAA,72.83
ESG102527,Cox-Beasley,Telecom,Canada,2021,3008.81,18382,14794.7,40.41,,93.61,40.29,59.79,7.6,46.41,62.98,89.24,87.38,,64.39,74.66,AA,35.03
ESG102528,,Retail,Singapore,2022,4731.69,12436,43330.91,37.09,90.71,600.25,32.75,,,76.45,,56.86,38.83,81.77,45.9,62.06,A,87.32
ESG102529,"Ramsey, Terrell and Weaver",Finance,UK,2023,4581.18,17097,72288.32,42.92,57.2,3451.55,91.25,54.43,,81.07,,,85.17,91.45,94.74,65.64,B,75.86
ESG102530,"Stephenson, Rodriguez and Blackwell",Transportation,Canada,2026,97.29,32205,57321.08,47.32,96.23,4509.53,,12.85,4.62,69.6,2.97,46.51,91,39.08,33.6,,A,96.25
ESG102531,Sanchez-Garcia,Retail,Australia,2026,4181.39,41454,97479.77,75.35,,,,27.5,5.03,81.4,91.77,55.04,56.98,92.88,33.29,84.87,B,61.8
ESG102532,Hernandez Inc,Energy,,2025,1913.77,10304,,41.87,,4640.46,64.4,51.64,7.59,33.07,58.73,76.68,21.88,57.72,99.48,74.61,BB,53.4
ESG102533,Wolf LLC,Finance,,2024,1287.62,42436,,40.16,19.33,684.58,55.48,40.35,2.32,4.43,3.46,48.72,,,61.9,52.73,,88.35
ESG102534,Allen PLC,,,2024,2549.49,45952,9243.85,,97.33,4885.12,47.83,18.36,5.46,48.15,41.01,67.06,38.58,38.05,69.93,95.28,BB,39.64
ESG102535,"Nash, Wallace and Austin",Healthcare,USA,2022,3538.83,17022,43845.88,29.4,85.31,2287.89,70.83,32.15,,59.49,41.88,,67.66,30.69,44.6,84.67,AA,32.65
ESG102536,,Transportation,Canada,2019,3251.08,7656,94975.72,17.12,41.71,2881.73,61.53,41.02,4.64,14.85,8.9,82.11,39.09,89.32,82.01,33.46,BB,44.08
ESG102537,Odonnell PLC,,UAE,2021,,30721,59488.78,80.98,6.03,1255.55,56.33,19.17,5.91,47.8,,66.18,48.47,54.02,48.58,67.83,BB,61.09
ESG102538,Combs Ltd,,Australia,2025,,43242,1395.33,15.09,4.28,2163.68,45.76,31.02,3.97,53.8,72.39,63.55,24.96,,44.93,59.75,BB,33.14
ESG102539,Gardner-Gomez,Technology,Australia,2026,1672.28,41353,88713.87,9,94.85,4284.79,88.22,53.18,,15.12,13.44,37.79,46.22,88.12,47.64,47.1,A,77.31
ESG102540,,Technology,UK,2025,529.78,31262,36091.97,29.54,84.73,2577.36,75.25,16.45,9.36,32.25,70.68,,60.69,65.53,38.21,,A,
ESG102541,"Brooks, Hernandez and Schwartz",,USA,2021,718.78,23562,91758.66,66.73,42.1,2737.03,40.53,20.87,3.58,38.48,,55.73,61.91,41.34,81.52,69.22,A,60.79
ESG102542,"Dickson, Mccoy and Hunter",Energy,UAE,,4738.57,49386,89076.02,65.95,92.18,2828.26,87.89,30.47,1.78,99.41,,47.61,33.05,53.62,50.25,72.08,AAA,99.75
ESG102543,Little Inc,Transportation,UAE,2025,309.92,48003,77866.47,12.8,1.98,3196.5,,18.81,4.07,16.88,90.65,48.93,55.58,92.63,68.7,95.3,BBB,94.85
ESG102544,Allen Ltd,Transportation,Germany,,2334.93,47506,58280.02,23.03,,1398.8,84.83,25.65,3.82,10.39,55.99,47.14,31.87,,,65.29,A,57.01
ESG102545,Miles Group,Retail,UAE,2025,423.68,19772,53649.26,78.77,57.42,4872.96,36.94,,5.55,52.16,51.91,52.77,45.96,74.23,33.13,71.22,AAA,80.72
ESG102546,,Finance,USA,2025,1813.82,,21813.96,21.34,8.18,457.7,41.67,,3.4,30.64,,99.42,34.96,44.91,64.43,40.41,A,65.28
ESG102547,Mcbride-Henderson,Telecom,India,,2026.98,33667,32529.83,,82.81,4939.57,45.62,54.41,5.84,59.15,89.63,95.98,78.14,54.35,64.28,,AA,88
ESG102548,Cobb and Sons,Healthcare,Germany,2021,3306.84,8612,36608.22,41.79,,4622.1,36.17,39,8.84,42.09,80.01,86.27,,58.85,78.37,59.56,B,
ESG102549,Cooke-Willis,Retail,India,2026,,20368,15207.81,41.2,,756.63,65.86,38.68,2.32,75.56,37.3,94.45,51.01,,83.06,69.75,,57.07
ESG102550,,Retail,UAE,2025,,,15161.82,34.08,2.93,2516.99,92.77,49.77,,88.13,45.23,43.36,80.19,52.6,47.73,41.29,BBB,64.06
ESG102551,Johnson and Sons,Technology,UK,2022,512.3,11376,78582.75,47.07,,19.25,87.25,34.64,4.96,76.14,6.29,55.67,66.06,,42.71,50.95,A,51.01
ESG102552,"Morris, Hawkins and Horton",Healthcare,USA,2021,4960.26,15578,32687.09,,82.26,2111.64,61.07,37.44,6.36,,3.45,87.32,,50.46,42.14,83.7,AA,70.86
ESG102553,Lam-Gomez,Telecom,USA,2022,3788.72,10201,65374.5,10.42,30.15,2541.25,51.35,20.37,8.83,74.78,34.52,83.55,70.2,30.27,56.62,50.33,B,45.25
ESG102554,,Retail,,2026,1295.37,10541,94242.25,48.63,84.77,,42.21,54.44,5.46,,6.3,94.15,53.24,40.88,77.84,85.78,A,33.32
ESG102555,Harris-Ramirez,Manufacturing,UAE,2025,4936.62,45895,69732.99,32.14,15.13,1968.73,45.44,34.71,8.04,66.01,43.59,38.33,96.57,48.93,49.45,75.19,AA,83.94
ESG102556,,,Singapore,2026,,46383,96919.51,91.38,43.53,841.68,,10.86,2.77,0.25,18.05,63.23,51.47,55.85,88.17,77.25,AA,95.55
ESG102557,"Estrada, Ortiz and Weaver",Manufacturing,,2021,2254.44,20963,27295.74,12.27,67.2,4210.29,,53.94,5.74,14.41,64.29,66.4,22.25,57.95,84.94,68.88,AA,49.74
ESG102558,Shaw Group,Telecom,Australia,2023,4646.78,44320,,25.27,,4473.74,65.53,44.11,9.79,78.33,17.26,85.18,,46.28,52.77,,B,46.69
ESG102559,Marshall Ltd,Telecom,Singapore,,,,70376.93,88.06,7.5,2235.08,,,9.97,68.27,62.02,99.28,24.85,,69.25,55.11,BBB,36.77
ESG102560,Smith and Sons,Technology,Germany,2021,1566.92,15511,67468.01,88.06,9.43,2705.32,,,5.95,92.67,3.77,62.9,35.42,67.57,89.75,93.79,,57.88
ESG102561,Wagner-Lopez,Retail,Australia,2019,4068.31,,,0.63,85.52,605.87,31.23,27.69,,7.72,81.42,58.39,59.19,,65.81,83.67,BB,93.43
ESG102562,Hernandez and Sons,,USA,2022,4854.12,9149,,99,29.5,,83.73,18.92,1.47,92.4,79.18,37.19,,89.08,,68.06,BBB,79.24
ESG102563,Parks LLC,Finance,India,2022,3823.08,19887,68895.03,,54.76,,99.73,26.88,1.79,76.5,21.38,67.29,27.66,,96.08,80.59,BBB,45.02
ESG102564,"Dalton, Stevens and Brown",Manufacturing,Australia,,4857.13,42963,30777.98,43.66,49.81,4953.69,34.82,44.84,4.26,7.83,93.5,71.29,80.28,,83.31,87.99,AA,60.16
ESG102565,"Griffin, Lewis and Martinez",Telecom,UK,2023,2881.18,20487,97190.07,84.67,44.49,3326.22,84.9,,6.3,98.45,94.72,88.27,28.5,99.58,72.67,45.6,,77.2
ESG102566,Ramirez and Sons,,India,2023,4289.79,27738,11321.54,91.64,92.02,77.19,93.02,,1.34,29.42,37.31,54.42,80.72,55.07,96.96,99.65,AA,52.18
ESG102567,Harris LLC,Energy,Singapore,2026,2568.56,30569,,57.94,37.42,838.31,33.82,15.32,9.11,28.04,7.68,73.65,26.02,34.9,73.51,71.4,AAA,32.9
ESG102568,Ayers-Horne,Retail,,2025,2329.37,901,43633.25,54.67,73.78,1421.17,60.29,49.64,9.3,89.13,47.76,66.46,,90.81,88.8,,AA,41.4
ESG102569,"Kennedy, Johnson and Mills",Retail,UK,2025,1925.92,45077,28911.8,95.08,26.59,914.22,92.96,14.32,3.34,,,52.94,59.7,43.92,70.2,,BBB,89.45
ESG102570,"Johnson, Vasquez and Cantu",Technology,UAE,2025,,,44437.16,59.22,12.32,792.41,85.32,23.67,,9.74,82.18,99.18,49.9,65.39,60.99,92.59,AAA,30.7
ESG102571,Miller Ltd,Healthcare,Singapore,2023,3284.62,48731,65271.59,38.24,21.93,1206.02,,13.31,6.07,30.68,26.52,,91.83,73.27,85.2,72.05,B,78.84
ESG102572,Rodriguez-Cook,Manufacturing,UAE,2024,2190.42,31134,92605.57,50.19,55.18,2629.58,52.13,21.56,1.66,71.82,28.93,57.24,93.59,69.65,36.8,85.97,,47.93
ESG102573,Woods Group,Retail,Australia,2026,2785.89,11820,51047.15,23.81,11.58,1064.2,36.81,23.78,9.98,40.21,86.39,68.44,73.33,40.94,49.24,65.73,BBB,
ESG102574,Bean PLC,Telecom,USA,2021,262.3,555,50741.3,5.1,45.68,3148.05,,16.93,2.5,47.01,99.8,54.92,54.2,60.27,35.65,84.19,A,
ESG102575,Evans-Sanders,Healthcare,Germany,2026,3533.15,,,61.18,5.4,,47.07,43.5,8.18,54,,98.45,42.28,96.41,40.94,57.25,,39.69
ESG102576,King-Nelson,Transportation,Canada,2019,61.09,8065,26099.83,8.72,98.63,3810.65,30.26,21.18,7.03,39.86,83.18,65.34,72.29,71.79,74.67,46.11,BBB,56.13
ESG102577,Graves-Roberts,,,2019,300.61,39377,58804.89,45.93,76.07,1039.85,60.58,19.04,6.53,84.8,76.54,96.09,97.74,84.04,,45.35,,61.33
ESG102578,"Woods, Brown and Dunn",Retail,Canada,2025,4969.72,22215,41325.54,19.91,94.43,1935.73,78.36,49.41,8.59,82.13,83.62,76.74,52.31,,88.57,54.54,B,50.76
ESG102579,Davis PLC,Healthcare,India,2023,1751.35,11813,55173.21,5.24,77.9,702.87,39.3,19.88,,28.56,,,87.78,,70.43,90.65,A,84.5
ESG102580,Miller Group,Retail,,2019,,29379,6530.4,2.87,17.5,4646.13,72.39,31.31,5.61,82.96,92.91,81.08,80.79,52.43,62.69,91.96,,85.02
ESG102581,"Luna, Jones and Sanders",Healthcare,India,2026,3437.14,23512,6618.16,3.95,13.04,,67.55,57.13,7.25,29.4,16.15,89.47,56.77,,69.56,37.52,B,33.99
ESG102582,Beltran PLC,Technology,Singapore,2022,1916.24,11584,36218.87,67.38,63.22,4845.02,90.07,,,,11.41,99.99,61.5,93.69,97.71,70.71,,37.23
ESG102583,Carson Ltd,Manufacturing,UK,2021,2888.06,41579,59804.48,78.92,4.82,2336.91,94.59,59.56,,87.06,14.63,88.88,42.18,97.17,78.68,57.94,BBB,49.67
ESG102584,"Pacheco, Patton and Hill",,Canada,2024,1214.43,30117,68111.15,89.58,75.49,4175.61,84.7,58.96,7.82,21.02,79.16,52.54,99.66,56.37,50.5,46.75,B,76.1
ESG102585,"Bradley, Hunter and May",Finance,,,,5115,95360.63,29.43,29.54,,47.22,30.95,4.33,,4.07,51.04,82.27,60.72,,51.34,A,68.81
ESG102586,Moreno Inc,Retail,India,2021,1546.35,40034,63116.65,98.95,4.12,852,42.54,32.35,1.37,47.75,92.89,,49.2,83.26,40.81,35.43,,74.15
ESG102587,Conner-Phillips,Manufacturing,Singapore,2026,99.26,22236,80196.87,6.69,52.44,3703.24,46.94,15.18,2.58,,70.58,43.87,77.29,,99.84,57.41,B,90.54
ESG102588,Green and Sons,Healthcare,Singapore,2025,2259.89,1566,89786.25,9.16,,,87.35,25.27,6.37,38.27,,,24.34,71.59,49.55,40.08,AA,95.88
ESG102589,Cabrera Group,Healthcare,,2025,,7730,67430.77,89.42,16.38,,,35.42,,,94.99,33.77,80.84,,56.16,36.25,,61.19
ESG102590,Cisneros PLC,Healthcare,Canada,2022,4030.89,,9964.16,27.56,37.31,528.46,83.36,49.35,8.52,58.39,50.72,48.38,72.41,61.12,97.95,97.77,,93.36
ESG102591,,Retail,UAE,2022,1832.44,49954,36860.45,85.27,72.91,3524.76,,51.67,6.21,44.69,86.54,57.59,72.31,62.61,71.49,32.84,BBB,
ESG102592,,,UK,2023,2804.63,32970,49322.66,84.74,31.11,4421.54,58.24,,1.78,20.02,76.12,30.86,97.48,43.34,93.09,66.12,B,69.52
ESG102593,Smith-Collins,Technology,,2021,466.45,44547,36585.35,,52.59,,79.68,53.91,5.21,23.34,33.36,89.3,31.67,73.91,30.92,47.2,A,
ESG102594,"Russell, Marshall and Allen",Healthcare,India,2025,2309.24,13674,49405.59,66.06,23.46,1411.22,77.91,,1.13,67.03,62.01,,79.8,,,69.15,AAA,71.68
ESG102595,,Telecom,UK,2023,4604.59,,74240.23,30.19,,4267.39,89.22,18.77,1.56,71.19,,,73.46,49.52,48.24,,,
ESG102596,Clark Ltd,,,2022,,,49914.51,,88.4,284.9,85.8,49.22,3.28,19.83,87.47,69.12,23.68,92.36,54.43,53.95,AAA,75.03
ESG102597,,Retail,Germany,2026,3323.49,40167,35396.28,14.33,,3129.64,90.22,,6.81,5.44,,52.91,70.58,94.12,,74.64,A,
ESG102598,Donaldson PLC,Transportation,Singapore,,4608.48,35584,81228.11,60.99,65.87,744.87,62.91,25.05,4.89,66.22,14.92,31.22,,52.55,59.43,95.19,BBB,79.5
ESG102599,"Lopez, Wolf and Foster",Transportation,,2024,1670.92,22421,18009.95,61.85,65.76,2423.28,44.89,11.43,3.39,45.72,78.79,89.76,53.03,,99.53,80.16,A,81
ESG102600,Romero-Wright,Retail,UAE,2021,4552.21,,33880.6,1.12,98.7,,85,50.62,4.58,54.13,53.99,45.42,29.41,68.05,38.41,54.23,B,43.03
ESG102601,"May, Doyle and Mccall",Transportation,,2021,3549.23,44204,87213.68,57.79,41.02,4983.25,31.48,,3.51,35.62,23.06,48.5,40.61,65.4,57.37,74.75,BBB,66.01
ESG102602,Dorsey-Olson,Healthcare,Singapore,2019,957.94,43399,81023.49,,15.32,842.73,85.79,45.15,5.56,30.61,46.05,74.55,90.34,68.91,,32.99,BB,42.28
ESG102603,Cisneros Ltd,Manufacturing,UAE,2024,3268.38,5545,,48.15,,1548.04,76.84,39.05,4.95,89.72,69.21,55.24,84.34,81.67,,74.87,AA,
ESG102604,Harrington-Williams,Retail,Canada,2023,1775.46,49308,65449.72,13.09,81.99,1857.97,74.13,34.95,5.67,73.8,62.67,,25.94,88.82,91.94,41.51,A,51.66
ESG102605,Woodard-Dixon,Transportation,UAE,2019,,10317,,20.48,16.65,917.37,,54.4,4.54,13.61,58.57,44.7,25.13,92.04,,98.31,BB,63.18
ESG102606,,Energy,Australia,2025,1505.31,27323,,18.05,24.33,1285.86,96.61,46.49,2.2,9.28,84.28,86.16,73.68,43.73,63.62,,AAA,95.25
ESG102607,Peterson-Robinson,,UAE,2022,888.65,24694,51593.14,15.78,44.38,1008.67,88.53,22.74,4.75,40.78,86.63,83.05,24.61,34.7,68.58,,BB,49.29
ESG102608,Jones LLC,Energy,,,,6455,,97.41,2.41,599.97,51.79,35.46,2.95,73.62,35.75,32.7,90.22,96.07,73.3,86.46,BBB,38.48
ESG102609,,Finance,Germany,2026,1380.66,37504,32590.65,,51.22,,56.61,10.39,3.14,45.47,32.34,32.29,29.31,68.56,78.69,58.32,,81.2
ESG102610,Henderson PLC,Energy,UK,2025,858.5,36149,12293.59,83.95,33.92,2166.92,96.33,31.21,1.03,93.8,1.41,,45.83,62.93,68.31,58.59,BBB,84.21
ESG102611,"Noble, Flores and Allen",Retail,Germany,2025,4657,39372,8732.56,80.03,12.87,410.58,96.91,34.46,2.37,57,26.32,62.5,69.97,90.85,30.22,,A,36.74
ESG102612,Rojas PLC,Retail,Australia,2026,530.63,43631,94583.16,93.61,,,89.36,12.92,2.08,,83.25,63.06,60.29,46.05,75.39,92.15,B,53.07
ESG102613,Garcia LLC,Retail,Singapore,2022,3114.97,26574,33261.7,79.27,47.5,1703.95,59.4,14.56,8.8,95.81,47.74,45.49,73.17,61.67,47.66,32.69,BBB,
ESG102614,Burns-Green,Transportation,Canada,2026,3993.84,,82917.71,43.98,75.33,2910.31,56.23,52.14,9.99,89.93,77.62,82.33,72.02,89.75,64.52,42.72,AA,83.76
ESG102615,Wilkins-Wilson,Telecom,Canada,2019,4601.56,35008,34201.09,78.3,,4713.58,77.84,38.46,8.02,81.32,,93.08,24.22,38.6,87.82,96.22,,51.54
ESG102616,Choi and Sons,Transportation,UK,2026,92.58,25223,32338.25,38.29,76.1,247.45,44.88,54.7,,75.92,36.13,76.39,25.91,50.06,59.74,90,BB,69.44
ESG102617,Young-Sullivan,Telecom,Singapore,,273.87,12478,80206.47,5.45,93.44,,64.15,13.61,6.06,49.72,41.02,32.49,90.31,86.18,,70.06,B,
ESG102618,"Lamb, Bradley and Jones",Technology,Germany,,762.75,40057,93271.16,,65.65,3037.71,74.56,53.95,3.66,74.89,,35.32,53.13,,52.07,63.76,BB,64.2
ESG102619,"Rogers, Washington and Newman",Manufacturing,Singapore,2019,3109.15,21400,88413.38,17.35,,2127.09,,55.98,1.07,12.21,73.33,48.44,77.85,88.26,47.82,43.44,,
ESG102620,"Solomon, Carter and Miller",Finance,UK,2026,1040.44,44950,26791.82,86.87,77,19.2,,13.94,6.9,15.15,6.23,83.18,57.38,71.93,59.77,34.7,AAA,
ESG102621,Bruce-Brown,,India,2025,,36279,4237.91,37.57,55.73,3029.87,70.47,44.65,9.7,,55.66,,67.39,57.07,,,BB,
ESG102622,Thompson Group,Finance,UK,2026,,24286,50647.54,88.44,86.86,3756.43,78.8,17.66,5.14,11.1,,50.37,81.35,87.02,92.47,82.77,B,69.53
ESG102623,Stanton PLC,Finance,UK,2026,3011.02,46813,32126.17,17.7,13.06,918.3,95.38,18.22,7.51,,97.53,55.66,52.97,,87.15,,AA,88.17
ESG102624,Benton-Reyes,,UK,2023,3302.44,4347,22105.99,6.54,77.5,1102.63,,16.49,6.55,69.22,65.77,52.12,90.04,83.89,65.71,72.23,AAA,69.65
ESG102625,Pierce and Sons,Finance,UAE,2026,4736.16,,,23.55,26.28,4907.38,46.56,57.67,6.85,5.01,33.57,,86.65,53,51.74,94.42,B,35.53
ESG102626,,Transportation,Germany,2021,2780.03,30338,50473.5,5.73,,1916.02,39.39,33.9,6.48,69.14,,56.58,30.38,,59.36,94.69,BB,44.18
ESG102627,Francis and Sons,Manufacturing,Australia,2021,2096.05,16147,73257.65,70.52,96.56,962.6,31.16,26.12,2.35,,,,30.86,38.13,93.8,64.13,BBB,94.66
ESG102628,,Manufacturing,India,2019,3694.28,44797,99335.51,87.12,41.42,3793.56,,21.65,3.17,39.73,11.15,,60.05,96.77,70.44,58.59,B,46.99
ESG102629,,Telecom,UAE,,,4711,65874.86,84.83,39.89,2757.79,79.47,12.91,4.16,72.98,68.46,33.73,39.03,77.6,,87.01,BBB,
ESG102630,Brown Group,Healthcare,USA,2019,992.22,28838,,92.53,79.63,4421.88,60.83,51.13,8.68,40,99.45,89.59,97.93,90.65,,96.07,BBB,59.39
ESG102631,"Adams, Phillips and Williams",Technology,Canada,2025,3927.5,47623,,73.28,78.54,3585.46,89.49,,,1.07,14.61,75.09,,,47.04,54.09,AAA,80.15
ESG102632,Smith PLC,Retail,Singapore,2026,3068.1,28187,7050.17,75.99,26.27,,38.64,59.9,1.72,74.17,54.13,36.02,,55.39,86.16,32.88,AAA,79.31
ESG102633,Hanson PLC,Manufacturing,UK,2023,3294.11,49772,26627.21,7.75,91.53,,37.8,44.08,2.95,47.56,5.04,99.51,55.81,99.94,57,54.35,BB,94.02
ESG102634,Wood-Ortiz,Manufacturing,UK,2024,1680.86,27159,43257.35,7.81,95.55,434.9,83.98,,1.55,0.17,,81.95,74.91,60.7,46.7,77.59,B,72.58
ESG102635,Gray-Miller,Retail,UK,2022,3645.39,31727,36642.67,98.69,6.7,407.71,,42.39,3.94,76.2,45.28,31.48,72.09,47.02,38.07,45.77,AA,63.33
ESG102636,Boyer-Little,,USA,2024,296.79,42176,,,,3438.15,86.3,40.7,2.82,11.03,,46.43,21.61,75,40.7,,B,90.88
